FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OutOfASCII,CharTotal, LineTotal, AvgCharPerLine, # of Strings, % of Space, # of Word, % of Word, Readable, RatioOfNum , RatioOfEng, RatioOfSpcChar, MaxCharNumPerLine, DistDegree,NumOfNumType,NumOfEngType,NumOfSpcType, MaxNumOfSpc, MaxNumOfSpcChar 
datepicker-fr-CA.js,0,0,0,0,0,0,0,0,0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,114,0,0,0,2,1,8,8,2,0,55,6,26,8,1,0,0,0,0,0,0,0,0,0,15,6,0,4,0,0,0,6,1,4,4,0,3,0,1,1,1,0,2,5,5,0,1,2,2,6,5,1,1,0,0,1,0,9,0,9,0,0,0,57,5,24,35,89,24,7,10,51,11,9,20,30,41,33,13,0,59,27,47,24,12,4,6,14,0,5,0,5,0,8,1183,37,32,57,10.10%,,,,0.1,59.5,23.9,88,0%,1,43,17,114,34
getIterator.js,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,7,6,5,1,9,4,0,0,7,0,0,13,6,5,18,2,0,14,0,16,4,1,0,1,7,0,1,0,1,0,0,183,5,36.6,0,11.50%,,,,0,72.1,13.7,77,10%,0,19,11,6,38
guess-name.js,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,1,2,0,0,56,16,16,2,0,27,24,66,80,6,8,3,5,0,2,0,0,0,0,14,9,0,10,4,5,2,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,103,21,33,5,148,28,30,21,36,0,0,18,88,36,107,25,0,48,79,66,19,6,32,7,7,11,8,0,8,0,0,1536,48,32,0,8.00%,,,,1.6,64,23.3,79,0%,5,26,21,80,47
run-travis-browser-tests.js,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,34,39,39,2,3,14,7,30,8,5,1,0,0,0,0,0,1,0,0,1,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,3,0,0,0,0,3,0,3,0,5,0,33,4,39,26,62,13,10,11,37,5,2,28,12,58,55,8,2,61,40,45,23,9,5,3,1,0,12,2,12,0,0,1144,56,20.4,0,20.10%,,,,0.6,53.1,21.2,63,0%,3,29,18,39,40
datepicker-ms.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,108,2,0,0,4,0,9,9,4,0,55,0,16,12,1,0,0,2,0,0,0,0,0,0,15,8,0,4,0,0,1,7,1,1,5,1,3,0,1,4,10,2,1,11,8,4,0,2,5,13,6,1,0,1,0,1,0,6,0,6,0,0,0,71,13,18,24,85,19,13,16,49,2,12,22,25,39,33,17,0,45,34,47,26,3,8,8,16,0,5,0,5,0,0,1156,37,31.2,54,7.40%,,,,0.3,63.4,23.3,73,0%,2,45,17,108,34
init.js,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,2,0,0,138,124,124,6,0,136,32,106,37,4,0,0,0,0,0,1,0,0,0,53,63,23,47,48,4,1,2,0,12,1,15,18,6,0,14,5,0,10,15,9,11,30,13,20,10,8,3,1,0,0,0,0,8,4,8,0,5,4,243,19,164,103,445,128,88,67,349,33,20,107,98,302,309,135,24,290,304,349,119,50,42,26,40,2,52,0,52,0,0,6483,194,33.4,0,17.70%,,,,0.1,62.6,16.6,108,0%,2,45,23,138,39
bootstrap-datepicker.vi.js,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,96,0,2,0,0,2,3,3,5,0,47,1,4,8,2,10,6,4,4,4,4,4,2,2,9,3,1,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,42,0,2,0,1,0,0,6,0,6,0,0,0,18,4,5,9,10,4,13,45,9,1,2,2,9,26,14,4,0,10,11,20,4,2,0,0,11,1,2,0,2,0,32,686,16,42.9,48,12.50%,,,,6.1,42.3,29.4,147,0%,10,33,19,96,34
Aquarelle.js,0,0,0,0,0,0,0,0,0,641,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,17,0,0,0,0,22,42,164,164,5,17,86,23,310,11,64,40,4,3,2,1,1,1,4,1,25,172,5,149,4,9,0,37,0,17,5,51,14,2,15,18,1,0,5,9,10,22,41,0,30,5,31,3,16,3,0,0,0,17,0,17,0,0,0,342,26,124,157,571,126,101,148,372,11,67,188,147,280,301,181,36,380,464,544,195,60,29,61,70,4,71,20,71,0,0,8477,361,23.5,0,7.20%,,,,1.4,62.8,16.8,235,0%,10,46,22,310,46
inputs.js,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,3,180,0,0,0,2,27,203,203,36,34,266,4,291,56,143,77,38,15,19,35,3,3,14,1,23,196,0,61,0,0,0,27,3,41,27,172,1,0,4,1,3,5,5,41,34,26,147,2,2,35,43,2,1,0,18,18,3,41,0,41,0,134,0,443,18,421,128,604,92,88,258,508,0,16,290,75,441,549,88,111,450,306,1014,410,91,19,22,114,2,18,0,18,0,0,12163,296,41.1,90,20.20%,,,,2.9,59.4,15.1,160,0%,10,49,20,291,46
DoublyLinkedList.js,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,2,0,0,0,0,4,0,33,33,0,4,7,1,86,12,2,4,0,0,0,0,0,0,0,0,1,47,1,43,0,0,0,4,2,0,12,0,2,0,0,3,0,0,26,0,12,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,46,4,24,77,192,32,8,64,107,1,8,53,17,130,102,49,2,93,66,150,45,24,16,23,18,0,15,0,15,0,0,2228,87,25.6,0,18.50%,,,,0.3,63.5,13.8,99,0%,2,35,18,86,46
vnode.js,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,75,64,10,6,10,39,0,11,0,14,10,0,11,0,0,3,0,0,0,2,18,13,1,0,2,8,2,0,18,2,0,0,0,8,0,8,0,0,0,79,14,48,50,133,9,29,9,75,7,15,39,25,123,101,38,0,85,66,121,18,12,3,3,37,1,16,11,16,0,0,1881,78,24.1,0,14.80%,,,,0,66.7,14.3,87,0%,0,39,14,75,58
datepicker-uk.js,0,0,0,0,0,0,0,0,0,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,108,2,0,0,4,0,11,11,6,0,55,1,22,12,0,1,0,2,0,0,0,0,1,0,15,8,0,4,0,0,2,2,1,2,4,1,2,0,1,2,0,0,1,5,5,0,0,2,2,3,6,3,0,1,0,1,0,6,0,6,0,0,0,47,4,19,23,65,20,12,7,41,2,14,19,20,28,33,12,0,40,23,42,15,1,4,10,17,0,5,0,5,0,221,1226,38,32.3,54,7.30%,,,,0.3,45.8,23.1,86,0%,3,42,18,108,34
datepicker-ar.js,0,0,0,0,0,0,0,0,0,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,108,2,0,0,4,0,8,8,8,0,62,2,16,16,2,5,2,3,1,1,1,1,1,1,15,8,0,4,0,0,1,7,2,1,3,3,1,0,1,1,0,1,1,4,5,1,0,3,2,5,6,3,0,1,0,2,0,6,0,6,0,0,0,59,6,19,29,72,19,8,13,41,2,9,15,22,36,30,13,0,52,26,47,17,1,5,8,17,0,5,0,5,0,173,1308,39,33.5,54,11.20%,,,,1.4,47.3,21.7,94,0%,10,44,18,108,34
dom.js,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,86,0,0,0,0,5,65,65,1,0,49,0,86,4,12,11,2,19,0,0,0,0,0,0,5,52,0,14,1,0,0,0,0,42,17,23,1,0,0,2,0,0,1,20,6,15,0,2,1,10,18,2,0,0,0,0,0,0,0,0,0,45,0,151,3,63,74,253,58,17,12,64,0,2,113,92,137,121,27,22,161,186,191,58,43,3,5,32,0,11,0,11,0,0,3147,89,35.4,43,14.80%,,,,1.4,65.1,15.9,100,0%,4,38,15,86,34
extensions.js,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,16,54,12,0,0,16,12,66,66,106,8,10,4,107,42,3,1,3,3,0,1,0,0,0,0,4,28,0,61,0,9,37,3,0,38,5,9,0,1,2,10,0,0,3,6,2,9,22,0,1,2,2,0,2,2,0,0,0,15,9,15,0,0,16,113,34,87,102,288,98,24,26,151,5,15,41,57,148,201,170,3,219,132,227,103,49,49,22,71,4,12,25,12,6,0,4645,154,30.2,27,24.80%,,,,0.2,55.1,16.5,236,0%,5,43,26,107,46
datepicker-pt.js,0,0,0,0,0,0,0,0,0,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,108,0,0,0,2,0,8,8,2,0,55,5,14,10,0,1,0,0,0,0,0,0,0,0,15,6,0,4,0,0,0,7,1,0,8,0,4,0,2,1,6,0,1,7,7,2,1,8,2,16,8,1,0,0,0,1,0,6,0,6,0,0,0,59,10,17,23,96,24,15,10,46,3,9,16,20,34,48,14,0,57,23,52,29,5,4,9,14,2,5,0,5,0,5,1149,44,26.1,54,6.50%,,,,0.1,62.8,22.5,70,0%,1,43,16,108,34
index-webdriver.js,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,2,40,0,0,0,3,31,36,36,0,8,43,8,32,67,14,12,11,3,6,1,5,1,2,4,33,31,0,52,0,0,0,15,7,23,13,35,4,8,10,22,0,3,14,6,28,30,6,1,33,24,25,8,2,16,2,2,0,6,0,6,0,0,0,117,63,76,65,215,34,21,26,159,7,2,71,31,123,112,56,4,158,133,166,63,37,25,16,19,0,22,2,22,0,1,3222,89,36.2,20,14.20%,,,,1.8,66.3,14.9,162,0%,10,49,19,67,47
bootstrap-markdown.ua.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,32,0,2,0,0,32,3,3,5,0,15,1,5,3,0,0,0,0,0,0,0,0,0,0,16,2,1,1,1,0,1,0,1,0,0,0,0,0,3,5,0,0,3,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,19,2,4,8,40,3,9,8,24,1,7,9,8,24,12,6,0,22,15,29,3,4,3,4,4,1,2,0,2,0,236,807,24,33.6,16,16.40%,,,,0,35.7,15.7,65,0%,0,35,18,32,34
every.js,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,2,2,0,1,0,42,139,139,1,4,84,1,73,1,20,23,14,10,0,2,0,0,0,2,0,83,0,21,1,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,6,7,0,0,0,0,0,0,9,2,9,0,9,0,134,23,139,30,223,48,2,5,102,0,18,153,22,136,102,28,23,123,77,158,106,27,2,39,38,0,38,0,38,0,0,3745,126,29.7,1,28.40%,,,,1.9,47.6,18.7,77,0%,6,28,21,139,40
datepicker-hu.js,0,0,0,0,0,0,0,0,0,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,108,0,0,0,2,0,8,8,2,0,55,0,17,8,0,1,0,0,0,0,0,0,0,0,15,6,0,4,0,0,0,4,1,3,5,0,3,0,6,1,6,3,1,7,7,2,3,2,2,11,5,1,3,0,0,1,0,6,0,6,0,0,0,48,9,19,25,84,19,10,10,37,4,13,16,18,34,30,16,0,51,34,50,27,4,4,6,14,11,5,0,5,0,26,1131,36,31.4,54,10.20%,,,,0.1,59.2,22.5,88,0%,1,46,15,108,34
babylon_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,3,0,0,23,0,0,18,0,1,9,18,34,3,4,1,3,1,2,2,6,3,1,12,7,5,0,5,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,59,49,27,49,128,16,13,12,46,3,2,70,19,54,62,20,2,49,35,49,31,3,8,16,33,0,7,0,7,0,0,1235,46,26.8,0,11.40%,,,,2.1,70.3,12.5,78,0%,10,33,16,34,47
babel-core_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,25,0,0,151,0,0,18,0,1,112,81,264,5,3,1,1,4,4,3,1,3,2,54,49,27,0,27,0,0,0,1,0,0,25,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,352,239,203,237,674,92,40,33,249,24,5,449,160,211,442,147,2,408,237,248,139,9,14,85,38,3,49,0,49,0,0,6341,192,33,0,6.90%,,,,0.4,75.3,14.4,103,0%,10,34,16,264,47
log.js,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,10,7,7,29,1,5,2,17,8,3,1,0,0,0,0,0,0,0,0,1,6,0,1,1,0,8,2,0,1,0,0,6,0,0,1,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,39,5,31,14,56,14,12,15,21,1,3,48,23,58,62,13,0,34,28,43,29,2,5,2,11,0,4,0,4,0,0,899,30,30,0,17.50%,,,,0.4,65.3,13.5,82,0%,2,33,17,29,42
asyncify.js,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,2,38,0,0,0,0,57,156,156,2,5,41,6,56,11,3,10,3,3,0,2,2,0,0,0,3,94,0,18,0,0,2,1,1,0,0,25,0,0,0,0,1,0,1,0,1,1,17,0,2,1,8,4,0,1,0,0,0,3,4,3,0,4,0,146,29,178,65,338,78,28,42,179,11,14,103,55,234,206,54,19,293,158,201,126,32,19,27,42,1,51,0,51,0,0,5963,174,34.3,19,37.90%,,,,0.4,46,12.8,95,0%,6,39,21,156,40
_temp.js,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,2,9,9,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,28,7,2,2,11,2,1,7,8,11,9,6,1,20,8,15,5,2,2,1,0,0,5,0,5,0,0,297,15,19.8,0,22.90%,,,,0,54.5,17.5,62,10%,0,24,16,9,40
semver.js,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,1,0,0,1,330,205,205,2,0,81,73,372,15,222,152,66,3,0,0,0,0,0,0,1,70,0,17,24,0,1,0,57,0,0,1,0,0,0,0,0,0,0,0,6,0,32,0,0,0,0,29,0,61,0,0,0,0,0,0,13,0,0,241,55,86,42,535,131,3,109,207,16,0,138,50,55,111,116,1,192,282,317,27,31,3,59,1,0,12,0,12,8,0,5429,96,56.6,0,8.30%,,,,8.2,55.1,26.6,101,0%,4,30,19,372,46
effect-puff.js,0,0,0,0,0,0,0,0,0,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,14,0,4,0,2,0,12,12,8,0,14,2,23,32,2,2,0,0,0,1,0,0,0,0,11,6,0,4,10,0,1,1,1,2,1,4,1,0,0,4,0,0,0,2,1,3,2,3,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,25,4,32,20,83,46,7,12,34,8,0,15,10,42,38,21,5,32,30,55,30,2,3,1,15,0,7,2,7,0,0,963,42,22.9,7,11.20%,,,,0.5,62.5,18.1,97,0%,3,41,21,32,47
curry-2016-7-20.js,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,59,47,47,0,12,35,1,20,84,2,5,26,2,0,0,0,0,0,0,2,32,0,12,1,0,0,11,0,3,0,0,4,0,7,20,2,0,4,20,2,0,3,0,0,9,2,0,0,0,0,0,0,1,1,1,0,6,0,114,12,37,40,156,30,60,22,64,2,11,90,44,112,66,66,0,138,61,82,48,11,17,0,43,0,13,2,13,0,26,2326,70,33.2,0,16.90%,,,,1.5,60.7,16.7,115,0%,4,35,19,84,47
bitbucket-resolver.js,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,6,0,0,0,0,142,65,65,3,24,49,7,88,52,0,1,3,1,0,0,0,0,0,0,47,55,0,37,12,0,7,0,38,0,0,16,29,21,26,0,0,0,2,0,1,0,10,0,13,22,23,20,0,0,0,0,0,0,0,0,0,4,0,135,48,116,74,391,51,111,58,103,6,34,102,87,110,217,106,7,254,158,351,75,16,8,54,1,3,25,0,25,0,0,4266,135,31.6,3,12.10%,,,,0.1,67.9,16.7,109,0%,3,38,18,142,39
reduceRight.js,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,4,6,6,24,0,11,4,16,5,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,13,5,0,4,0,0,2,0,0,3,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,3,0,3,0,0,10,65,7,51,35,130,13,3,28,57,0,10,50,31,40,53,16,0,70,30,77,28,10,6,3,11,0,7,0,7,0,0,1176,29,40.6,0,14.90%,,,,0,71.9,10.8,99,0%,0,31,17,24,42
keyboard.js,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,1,16,2,0,0,0,11,32,32,65,6,30,13,80,27,8,6,1,0,0,2,0,0,0,0,19,24,0,40,0,3,14,10,0,33,13,16,2,2,2,6,0,30,2,2,9,11,6,0,19,11,9,5,0,11,0,0,0,1,0,1,0,14,10,128,39,43,70,318,45,31,43,96,4,37,50,27,108,106,39,1,136,84,183,20,62,31,9,116,3,19,2,19,12,0,3389,110,30.8,8,21.90%,,,,0.5,59.8,14.5,133,0%,4,45,25,80,46
sync-cjs-package.js,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,6,1,0,0,0,2,5,5,0,1,3,1,9,5,0,0,1,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0,8,1,4,8,19,5,2,1,8,4,1,5,1,13,8,4,1,11,16,6,5,3,1,0,2,0,0,0,0,0,0,219,8,27.4,3,5.90%,,,,0.9,67.1,22.4,80,10%,2,29,16,9,46
run-tests.js,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,9,0,0,2,0,17,171,168,168,2,19,32,33,108,49,4,8,3,3,2,0,0,0,3,0,29,119,0,60,4,1,5,9,9,12,1,21,26,1,0,6,3,2,1,0,7,9,17,6,12,17,23,1,0,0,0,0,0,8,0,8,0,2,4,200,52,194,93,578,66,75,80,199,10,57,147,48,360,252,92,33,385,310,386,233,30,31,28,31,0,46,2,46,0,0,6441,234,27.5,0,14.30%,,,,0.4,64.5,17.3,87,0%,6,44,25,171,39
bootstrap-datepicker.fo.js,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,94,0,2,0,0,2,3,3,5,0,46,1,4,5,0,0,0,0,0,0,0,0,0,0,8,3,1,1,1,0,0,4,0,0,3,0,6,0,3,0,7,0,3,11,2,2,0,1,1,7,4,0,0,0,0,0,0,6,0,6,0,0,0,32,8,5,16,30,4,14,10,14,3,6,5,6,24,22,8,0,34,20,22,28,2,0,0,7,0,2,0,2,0,13,673,15,44.9,47,8.90%,,,,0,55.6,29,132,10%,0,35,19,94,34
require.js,0,0,0,0,0,0,0,0,0,0,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35779,89,13,5,5,0,147,353,725,725,234,46,712,53,909,916,53,50,14,6,11,2,7,5,8,11,136,515,5,494,8,33,28,68,36,76,71,160,45,17,11,140,9,0,59,237,134,75,94,30,76,136,66,44,7,9,0,2,0,136,28,134,10,6,0,2724,467,1278,1623,4683,1107,661,1012,2654,128,260,1632,1088,2570,2468,1238,153,2583,1899,3157,1356,351,251,350,343,81,396,85,396,0,0,83083,2076,40,6.5,43.10%,,,,0.2,45.4,8.8,139,0%,10,49,29,916,47
bootstrap-markdown.hu.js,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,2,0,0,72,3,3,5,0,17,1,5,4,0,2,0,2,0,0,0,0,0,0,18,2,1,1,1,0,1,3,1,2,1,1,2,0,4,6,0,4,9,0,0,0,1,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,27,3,7,14,60,3,16,10,27,4,14,17,17,26,15,10,1,31,25,39,6,6,3,5,3,8,2,0,2,0,32,787,26,30.3,0,18.30%,,,,0.5,56,17.8,63,10%,2,41,17,72,39
karma.conf.js,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,62,6,6,10,1,44,13,24,85,4,5,3,0,1,2,1,1,3,1,43,0,0,1,0,0,0,3,3,3,2,3,3,9,0,4,1,3,8,1,3,9,2,0,6,5,3,1,0,2,0,0,0,7,0,7,0,6,0,100,28,52,32,188,35,37,28,66,19,14,75,37,67,97,56,3,137,128,98,49,19,22,9,10,0,11,8,11,0,0,2401,92,26.1,0,19.30%,,,,0.9,61.6,14.4,121,0%,9,45,17,85,47
index-headless.js,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,6,4,4,12,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,4,1,5,5,7,3,0,2,2,1,0,0,2,8,7,0,0,5,6,9,2,0,1,0,1,0,0,0,0,0,0,0,11,3,9,2,11,4,3,1,5,3,0,7,2,4,8,0,3,14,8,7,3,0,0,1,6,0,0,0,0,0,0,277,9,30.8,0,8.30%,,,,0,67.1,21.3,64,10%,0,39,9,12,42
semver_v5.1.x.js,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,2,0,2,0,0,0,40,24,24,0,0,43,3,5,32,7,14,15,5,2,2,6,1,5,1,94,25,6,13,6,19,0,3,0,3,2,0,1,0,0,0,0,0,2,0,2,4,0,0,4,5,3,0,4,0,0,0,0,0,0,0,0,0,2,113,44,75,42,198,32,64,16,105,6,3,102,44,175,165,35,2,162,115,121,52,40,8,2,9,0,2,27,2,0,0,2700,71,38,0,16.20%,,,,2.1,65.3,13.7,106,0%,10,36,19,94,58
cargo.js,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3315,2,0,0,0,0,2,206,272,272,0,18,123,18,181,19,34,34,36,28,19,16,1,0,0,0,6,171,2,57,0,0,0,0,0,9,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,14,0,0,3,0,0,0,16,0,16,0,21,0,323,61,320,94,340,75,89,74,143,4,58,202,34,235,317,125,56,280,219,276,180,26,13,43,33,7,62,0,62,0,0,8991,317,28.4,0,36.90%,,,,1.9,40.8,17,82,0%,7,32,19,272,40
tabs.js,0,0,0,0,0,0,0,0,0,2012,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406,27,355,7,77,1,38,12,473,473,11,18,255,170,628,214,32,37,0,1,0,3,1,6,9,2,137,272,9,259,22,15,3,45,3,48,43,21,19,4,48,68,0,9,12,10,25,13,27,8,21,41,62,22,2,5,10,0,0,22,6,22,1,116,1,1201,331,526,494,1603,307,210,586,1200,32,56,680,146,917,725,254,31,686,986,1593,402,302,93,132,119,4,181,23,181,1,0,23644,923,25.6,177.5,10.20%,,,,0.4,60,17,95,0%,8,49,32,628,46
bootstrap-datepicker.no.js,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,2,0,0,100,3,3,5,0,49,1,6,2,0,1,0,0,0,0,0,0,0,0,10,3,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,1,0,3,1,0,0,0,0,0,0,6,0,6,0,0,0,37,7,4,21,34,9,15,5,19,7,6,13,16,28,30,7,0,36,25,32,12,3,2,0,9,0,2,0,2,0,7,725,18,40.3,0,14.80%,,,,0.1,53.5,28.1,133,0%,1,29,19,100,39
datepicker-vi.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,108,2,0,0,4,0,9,9,4,0,55,0,18,12,2,5,4,5,3,3,3,3,1,1,15,8,0,4,0,0,1,2,5,5,3,1,1,0,6,1,0,0,2,8,10,0,0,2,2,5,55,1,1,0,0,1,0,6,0,6,0,0,0,49,2,19,23,68,19,32,45,42,2,9,15,18,57,25,12,0,35,23,46,19,5,4,8,20,0,5,0,5,0,56,1286,37,34.8,54,12.10%,,,,2.3,55.1,21.1,93,0%,10,42,17,108,34
