FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OutOfASCII,CharTotal, LineTotal, AvgCharPerLine, # of Strings, % of Space, # of Word, % of Word, Readable, RatioOfNum , RatioOfEng, RatioOfSpcChar, MaxCharNumPerLine, DistDegree,NumOfNumType,NumOfEngType,NumOfSpcType, MaxNumOfSpc, MaxNumOfSpcChar 
registry-resolver.js,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,28,21,21,2,0,8,2,30,16,8,4,0,0,0,0,0,0,0,0,10,15,0,9,4,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,33,4,97,11,22,0,9,2,17,24,17,24,63,19,12,51,56,38,14,19,5,5,11,0,5,0,5,0,0,918,30,30.6,0,8.00%,,,,1.3,67.3,20.2,84,0%,2,26,15,30,46
bootstrap-datepicker.sr-latin.js,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,94,0,2,0,0,2,3,3,5,0,47,2,6,2,0,1,0,0,0,0,0,0,0,0,8,3,1,1,1,0,1,4,1,0,3,0,2,0,0,0,6,0,0,6,5,2,6,1,0,12,0,3,0,0,0,0,0,6,0,6,0,0,0,39,11,6,13,31,4,3,4,13,7,9,12,11,19,24,7,0,28,12,31,12,7,1,0,9,0,2,0,2,0,4,660,16,41.2,47,9.10%,,,,0.2,55.2,29.8,129,10%,1,35,20,94,34
datepicker-fa.js,0,0,0,0,0,0,0,0,0,96,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,108,2,0,0,4,0,10,10,6,0,55,2,15,14,1,5,2,3,1,1,2,1,1,1,15,8,0,4,0,0,1,2,1,1,3,1,2,0,1,3,2,0,1,4,5,0,1,2,2,3,6,1,0,0,0,1,0,6,0,6,0,0,0,53,2,18,27,71,21,8,10,32,3,9,20,18,30,33,14,0,39,27,46,16,3,6,8,14,1,5,0,5,0,133,1257,73,17.2,54,7.10%,,,,1.4,45.4,22,85,0%,10,44,19,108,34
bootstrap-markdown.sv.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,2,0,0,64,3,3,5,0,15,1,5,4,0,0,0,0,0,0,0,0,0,0,16,2,1,1,1,0,1,3,3,0,0,0,2,0,3,5,0,1,6,0,0,0,1,1,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,20,10,4,14,51,6,14,14,41,1,17,18,8,37,14,6,0,37,24,42,8,6,5,7,3,1,2,0,2,0,12,740,24,30.8,0,18.00%,,,,0,59.9,17.3,65,10%,0,38,17,64,39
node-zip_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,3,0,0,23,0,0,18,0,1,18,18,34,4,6,3,2,1,1,2,3,0,1,12,7,5,0,5,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,5,2,39,18,33,65,131,15,7,12,55,3,2,61,19,45,68,44,2,40,41,49,31,3,8,10,18,21,7,0,7,0,0,1226,46,26.7,0,11.30%,,,,1.9,69.6,13.5,78,0%,9,34,15,34,47
transform.js,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,20,57,57,0,2,50,0,22,1,1,9,9,8,2,0,0,0,0,0,9,35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,7,0,0,0,52,16,62,14,77,30,2,5,39,2,16,40,32,68,62,12,8,63,30,71,34,10,3,11,9,0,23,0,23,0,0,1830,65,28.2,0,35.50%,,,,1.6,42.1,17.3,79,0%,5,26,14,57,40
bootstrap-datepicker.fa.js,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,102,0,2,0,0,2,3,3,5,0,51,1,5,4,0,1,0,0,0,0,0,0,0,0,9,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,0,0,0,6,0,6,0,0,0,20,1,5,9,12,7,1,4,9,1,5,3,8,9,20,3,0,13,11,18,2,0,1,0,9,0,2,0,2,0,185,677,17,39.8,51,9.60%,,,,0.1,26.4,31,118,0%,1,27,20,102,34
v8-profiler_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,12,0,0,77,0,0,18,0,1,78,45,85,6,1,1,3,2,1,4,2,45,3,30,25,14,0,14,0,0,0,1,0,3,18,3,0,0,0,0,0,0,0,6,4,0,0,0,1,5,1,0,1,3,0,0,0,0,0,0,5,2,112,18,74,121,308,58,22,33,85,12,2,211,70,57,242,116,2,199,125,136,82,48,8,40,30,0,25,0,25,0,0,3155,109,28.9,0,8.40%,,,,2.2,71.5,14.5,78,0%,10,36,15,85,47
renderToStream.js,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,2,0,0,20,21,21,2,1,3,13,32,9,0,0,2,0,0,0,0,0,0,0,2,0,0,15,3,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,2,1,0,0,3,4,4,0,3,0,0,0,0,0,0,0,0,1,4,23,2,31,19,86,11,8,3,17,2,4,23,24,45,53,12,3,56,43,44,15,5,4,2,0,0,5,2,5,0,0,825,31,26.6,0,8.70%,,,,0.2,67.8,19.5,84,0%,1,34,18,32,46
outdated.js,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,1,0,0,163,164,164,2,0,97,56,191,27,39,25,8,3,5,0,1,0,0,1,35,98,21,45,47,10,1,2,41,13,4,6,8,0,12,2,10,0,6,2,11,35,22,0,7,12,4,2,1,11,0,0,0,65,0,65,0,5,0,236,54,173,188,555,73,62,53,163,53,24,100,83,240,352,134,5,310,219,451,116,41,39,74,57,0,50,0,50,0,0,6521,181,36,0,12.80%,,,,1.3,62.4,20.8,115,0%,7,45,21,191,46
initUndefinedDomSpec.js,0,0,0,0,0,0,0,0,0,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12,17,17,2,0,5,0,4,2,4,0,0,0,0,0,1,0,0,0,2,10,0,1,0,0,0,2,2,0,3,1,6,0,0,1,0,0,0,1,1,2,0,0,5,0,1,0,0,0,0,0,0,3,0,3,0,0,0,21,4,12,10,52,19,2,3,31,3,0,9,17,21,12,1,0,24,13,22,13,1,1,1,1,5,5,0,5,0,0,490,25,19.6,0,4.30%,,,,1,65.9,18,83,10%,2,35,14,17,40
bootstrap-datepicker.js,0,0,0,0,0,0,0,0,0,6556,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,96,180,3,146,9,99,734,1182,1182,61,181,655,181,1569,283,135,116,43,23,18,8,14,29,15,6,298,746,107,1057,100,40,1,76,10,213,456,59,77,38,19,84,10,8,18,173,77,74,66,1,27,80,183,126,102,60,0,74,8,180,24,179,7,268,15,2739,324,972,1402,4185,954,589,1264,2409,23,308,1401,581,1848,1853,848,17,1869,2201,3852,845,463,441,124,500,19,375,150,374,1,0,58404,2048,28.5,90,8.20%,,,,0.7,58.5,17.9,171,0%,10,51,32,1569,46
unmemoize.js,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,4,4,14,0,3,1,7,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,16,1,14,12,43,14,6,5,32,0,2,17,30,42,30,4,0,17,13,32,22,1,0,1,6,10,6,2,6,0,0,550,18,30.6,0,15.10%,,,,0,69.3,12.4,91,10%,0,28,15,14,42
model.js,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,2,0,0,0,0,186,89,89,0,0,77,6,87,0,0,1,4,0,7,24,0,0,0,0,38,72,0,12,0,0,8,14,0,25,1,19,10,1,0,0,0,0,5,10,0,3,3,2,1,13,0,2,0,0,0,0,0,9,0,9,0,32,0,182,7,92,48,161,86,21,22,83,0,7,95,72,110,124,21,19,94,71,201,55,11,1,74,36,0,38,0,38,0,0,3525,160,22,1,20.90%,,,,1,51.1,22.5,91,0%,4,38,16,186,39
computed.js,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,4,0,0,0,0,30,0,2,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,12,3,12,8,23,6,3,1,12,0,0,12,16,14,20,11,3,14,7,23,10,0,0,3,7,0,2,0,2,0,0,380,35,10.9,0,17.40%,,,,0,60,13.4,48,10%,0,27,8,30,44
datepicker-eu.js,0,0,0,0,0,0,0,0,0,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,108,2,0,0,4,0,9,9,2,0,55,3,33,8,0,1,0,2,0,0,0,0,0,0,15,8,0,4,0,0,1,4,1,1,3,2,1,1,2,0,0,1,1,3,5,0,0,1,2,3,5,0,0,0,0,1,0,6,0,6,0,0,0,100,6,16,22,75,18,13,7,46,1,17,26,18,30,34,11,0,60,31,51,29,1,4,9,13,10,5,0,5,0,0,1108,36,30.8,54,6.40%,,,,0.3,61.8,25.5,98,0%,2,42,18,108,34
suites.js,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179,0,60,0,0,0,0,6,189,189,0,7,239,8,72,18,141,46,5,13,3,5,4,0,0,0,102,102,3,38,5,0,0,5,0,0,0,3,0,0,0,27,0,0,8,0,0,6,0,0,0,6,6,0,0,1,0,0,0,84,0,84,0,21,0,293,52,310,104,366,148,49,27,198,0,57,45,128,509,232,77,5,128,350,367,247,11,4,5,84,0,121,0,121,0,0,9138,415,22,30,34.80%,,,,2.4,42.2,16.1,63,0%,7,32,19,239,44
datepicker-ar-DZ.js,0,0,0,0,0,0,0,0,0,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,114,2,0,0,4,0,8,8,6,0,58,7,14,14,1,5,2,3,1,1,2,1,1,1,15,8,0,4,0,0,2,9,2,3,9,3,1,1,4,1,0,0,2,8,5,1,0,2,2,3,7,3,0,0,0,1,3,9,0,9,0,0,0,53,4,23,24,74,22,12,14,41,2,9,17,22,32,37,12,0,49,24,40,16,1,4,8,16,1,5,0,5,0,183,1330,39,34.1,57,10.80%,,,,1.4,47.1,22,93,0%,10,45,18,114,34
someLimit.js,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,6,4,4,22,0,4,4,14,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,5,1,4,0,0,2,0,0,3,0,0,5,0,0,2,3,0,1,0,6,0,0,0,0,0,0,3,0,3,0,0,12,73,11,34,19,106,12,2,20,63,1,7,62,43,48,61,15,0,52,43,85,23,6,5,3,14,0,6,2,6,0,0,1140,26,43.8,0,13.80%,,,,0,73.7,10.3,113,0%,0,34,17,22,42
fp-1.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8,0,13.80%,,,,0,0,0,0,0%,0,0,0,0,0
timesLimit.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,6,5,5,17,0,9,4,13,6,1,1,0,0,0,0,0,0,0,0,5,5,0,1,0,0,13,4,0,5,0,0,6,0,0,1,0,0,5,0,0,1,0,0,1,0,4,0,0,0,0,0,0,3,0,3,0,3,4,60,11,29,10,63,11,4,9,55,0,8,34,53,51,47,18,0,38,27,65,22,2,8,5,10,0,8,0,8,0,0,939,24,39.1,0,13.60%,,,,0.2,71,12.6,107,0%,2,31,18,17,42
bootstrap-datepicker.tk.js,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,98,0,2,0,0,3,3,3,5,0,49,1,6,2,0,1,0,0,0,0,0,0,0,0,10,3,1,1,1,0,1,9,2,0,5,0,2,0,0,4,0,0,0,5,3,2,3,1,0,8,2,0,0,0,0,0,0,6,0,6,0,0,0,34,14,5,11,42,4,3,5,11,1,12,9,10,32,18,5,0,30,10,25,11,2,6,0,14,0,2,0,2,0,31,699,18,38.8,49,8.90%,,,,0.1,51.5,29.3,125,10%,1,35,20,98,34
tests.js,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,6,7,7,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,6,8,3,0,6,10,0,0,7,1,8,8,1,2,3,9,7,9,1,3,0,0,0,2,0,2,0,0,182,8,22.8,0,13.70%,,,,2.2,58.2,21.4,50,10%,1,20,9,7,40
eachOf.js,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933,6,144,0,0,0,0,131,366,366,16,21,294,1,138,3,33,58,52,10,11,18,0,0,0,0,36,265,2,88,0,0,0,4,0,4,0,84,0,0,0,23,0,0,29,9,4,91,0,0,0,28,11,0,0,0,0,0,0,56,0,56,0,9,0,538,126,388,166,642,309,60,154,353,19,68,233,61,383,402,83,35,544,262,448,176,68,38,58,79,6,103,0,103,0,0,12711,406,31.3,72,30.90%,,,,1.4,47.1,17.3,97,0%,6,36,20,366,40
platform.js,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,3,284,0,0,0,2,3,252,252,271,68,274,29,464,130,146,127,41,10,2,43,15,6,1,14,44,267,4,90,3,0,0,13,0,106,15,97,43,35,1,8,0,0,16,13,11,11,2,2,2,11,13,6,1,0,0,0,1,8,0,8,0,124,0,872,87,294,561,1063,210,256,253,539,7,13,714,196,729,739,316,93,861,443,1014,534,248,43,76,536,7,29,0,29,0,0,17767,405,43.9,142,18.10%,,,,2.3,62.5,14.8,168,0%,10,46,22,464,46
forever.js,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,4,0,0,0,0,0,22,36,36,0,4,7,0,14,5,12,0,0,0,0,4,0,0,0,0,0,24,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,53,20,78,21,5,6,37,0,9,26,2,65,63,7,6,48,21,58,31,12,4,9,9,0,12,0,12,0,0,1440,42,34.3,0,38.20%,,,,1.1,44.8,13,111,0%,2,26,13,36,40
qunit-composite.js,0,0,0,0,0,0,0,0,0,249,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,6,62,1,0,0,14,5,83,83,17,22,37,13,106,42,7,10,0,0,0,3,1,0,0,1,12,63,4,55,1,5,5,3,7,19,7,14,1,1,0,16,1,0,13,4,21,3,1,31,2,6,4,32,0,13,0,0,0,7,0,7,1,0,0,218,20,89,120,391,95,44,53,218,4,5,89,124,249,159,50,9,157,171,333,130,18,16,9,26,0,41,12,41,0,0,4768,195,24.5,31,11.80%,,,,0.5,62.8,15.6,134,0%,5,45,26,106,46
form.js,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,10,0,3,0,2,0,10,10,0,0,3,0,11,11,2,0,0,0,0,0,0,0,2,0,2,5,0,7,0,1,0,1,1,0,1,2,0,0,0,3,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,3,0,1,0,11,2,8,10,33,22,4,8,22,2,0,7,10,26,32,12,1,30,20,32,14,2,5,0,9,0,5,0,5,0,0,552,20,27.6,5,16.10%,,,,0.7,60.7,16.7,96,10%,2,33,17,11,46
eachSeries.js,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,4,3,3,20,0,4,3,13,5,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,5,0,4,0,1,2,0,0,4,0,0,6,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,3,0,0,8,53,7,40,16,73,10,2,23,50,1,7,36,24,37,45,10,0,34,25,49,13,4,4,3,10,0,5,2,5,0,0,849,23,36.9,0,14.10%,,,,0.1,71.4,11.7,105,0%,1,33,17,20,42
template-crafty.js,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,6,6,0,0,4,0,5,0,6,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,1,4,18,2,0,1,6,0,0,5,4,6,5,1,0,13,9,16,4,1,4,1,2,0,2,0,2,0,0,203,8,25.4,2,14.30%,,,,4.9,59.1,17.7,64,10%,2,26,9,6,40
user-dirs.js,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,1,0,0,152,132,132,2,0,57,3,73,19,0,0,3,3,0,0,0,0,0,0,2,70,0,40,32,0,1,50,14,46,53,25,5,15,26,3,0,0,22,13,3,26,35,0,0,1,12,0,0,0,12,9,0,0,8,0,0,24,0,108,24,101,32,242,63,38,51,125,16,12,37,33,98,157,53,1,127,135,159,30,15,21,24,14,0,34,0,34,0,0,3686,131,28.1,0,17.60%,,,,0.2,56.6,22.1,92,0%,2,43,18,152,39
template-local.js,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,2,5,5,0,0,1,1,6,2,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,20,1,0,1,5,0,0,10,6,5,6,2,0,11,10,17,5,2,3,0,0,0,1,0,1,0,0,183,7,26.1,1,8.70%,,,,2.2,69.4,15.8,63,10%,2,23,11,6,46
reject.js,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,2,6,6,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,12,1,19,10,0,2,9,1,2,10,2,8,6,2,0,17,0,14,6,4,0,1,0,0,3,0,3,0,0,244,9,27.1,0,22.50%,,,,0,58.6,15.2,66,10%,0,20,10,10,44
babel-plugin-transform-class-properties_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,11,0,0,18,0,1,27,12,22,5,3,3,3,4,2,3,0,2,3,8,3,3,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,48,26,23,30,96,20,13,12,43,1,2,57,17,37,45,32,2,50,51,49,29,3,8,7,16,0,3,0,3,0,0,1021,32,31.9,0,11.10%,,,,2.7,71.3,11.8,93,0%,9,33,16,27,45
bootstrap-markdown.it.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,32,0,2,0,0,36,3,3,5,0,15,1,6,4,0,0,0,0,0,0,0,0,0,0,16,2,1,1,1,0,1,1,1,2,0,0,0,1,4,12,0,0,5,1,0,0,1,1,2,0,5,2,1,0,0,0,0,0,0,0,0,0,0,30,1,16,14,70,3,17,8,67,1,9,34,21,40,33,9,0,38,38,43,3,4,3,4,4,3,2,0,2,0,0,843,24,35.1,16,15.90%,,,,0,65.5,15.8,78,0%,0,39,18,36,39
babel-helper-function-name_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,11,0,0,18,0,1,21,12,22,6,3,1,3,1,1,2,1,7,0,8,3,3,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,43,27,26,30,101,19,7,18,37,1,2,51,17,43,39,20,2,32,27,43,29,3,8,7,16,0,3,0,3,0,0,943,32,29.5,0,12.00%,,,,2.7,69.9,12.1,80,0%,9,33,16,22,47
licenses.js,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,36,33,33,2,2,52,2,33,17,0,0,0,0,0,0,0,0,0,0,12,27,6,15,14,0,1,1,0,4,0,0,0,0,0,1,4,0,7,4,4,9,7,0,9,11,0,0,0,2,0,0,0,2,1,2,0,6,0,57,9,66,31,131,31,42,17,78,7,8,60,25,86,121,38,1,97,118,115,50,4,9,9,11,0,17,2,17,0,0,1994,70,28.5,0,15.40%,,,,0,64.4,16.6,99,0%,0,37,22,52,44
package-request.js,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,5,0,0,0,74,48,48,3,4,41,15,90,38,22,13,4,3,1,6,4,2,7,2,23,39,0,20,4,1,9,0,7,7,3,0,0,0,0,0,0,0,9,0,7,2,11,0,34,0,0,0,0,0,0,0,0,4,0,4,0,7,0,122,24,94,49,333,27,59,26,91,6,30,58,31,87,122,129,42,187,116,240,62,24,17,9,23,1,19,0,19,0,0,3091,91,34,0,10.70%,,,,2.1,67.6,16.7,116,0%,10,34,21,90,46
generate-index.js,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,2,0,1,11,0,0,36,51,51,10,2,33,2,37,22,0,0,0,0,0,0,0,0,1,0,6,0,0,18,14,0,0,0,0,0,2,2,1,0,0,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,5,2,1,27,20,81,24,35,19,143,22,6,7,69,15,2,57,21,68,29,28,5,89,65,77,25,1,1,6,11,0,18,1,18,0,0,1948,66,29.5,0,29.30%,,,,0.1,47.2,20,94,0%,1,31,24,51,40
build-webpack.js,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,3,0,3,4,0,0,52,25,25,2,0,53,11,39,54,0,0,2,0,0,1,0,0,1,0,39,15,0,15,3,0,0,1,2,0,3,0,1,0,0,0,1,0,4,1,1,4,2,0,2,3,2,1,0,0,0,1,0,7,2,7,0,12,6,90,36,58,56,171,22,21,15,84,18,12,68,28,110,83,41,6,88,89,72,41,10,10,10,14,0,17,0,17,0,0,2152,95,22.7,0,16.70%,,,,0.2,59.6,19.1,85,0%,3,40,22,54,47
bootstrap-datepicker.nl.js,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,98,0,2,0,0,2,3,3,5,0,49,3,4,2,0,1,0,0,0,0,0,0,0,0,10,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,3,1,0,1,1,0,0,0,6,0,6,0,0,0,43,7,8,27,34,6,12,6,23,8,5,10,19,28,29,7,0,29,19,30,13,5,4,0,9,6,2,0,2,0,0,706,18,39.2,49,8.80%,,,,0.1,56.5,28.9,136,0%,1,33,20,98,34
drawing.js,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,10,3,0,0,1,5,20,20,57,0,16,5,47,21,6,5,4,2,2,0,7,0,0,1,8,10,0,7,0,3,13,0,1,20,3,2,8,2,1,3,0,0,0,5,0,1,1,0,0,8,4,1,0,2,0,1,0,4,0,4,0,4,4,141,37,49,61,197,38,63,64,129,1,14,72,46,97,97,45,1,117,95,161,43,15,27,14,41,2,4,0,4,12,0,2703,68,39.8,5,22.00%,,,,1,64,10.4,134,0%,7,42,23,57,42
crafty-min.js,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,521,2704,20,0,2,1238,27,3674,3675,408,847,5318,559,6770,624,1062,767,352,135,104,82,66,41,73,96,1740,971,227,3846,134,259,0,280,173,381,403,317,176,84,98,230,12,15,248,342,124,230,246,7,345,282,379,92,99,65,61,51,21,945,114,945,8,2153,0,6970,2447,4203,3687,9188,2509,2211,4308,8079,403,374,2877,1678,6435,5176,2189,150,6149,5806,9655,3225,1431,1060,1010,1496,192,1404,522,1404,38,0,143560,12,11963.3,1352,1.40%,,,,1.9,68,28.6,32032,0%,10,52,29,6770,46
